No,Project Name,URL,Author/Team,Likes,Bookmarks,Accessible,Status,Description,IsWinner,AwardName,AwardComment,IsFinalPitch,TechStacks,Tags,ContentSummary
40,coaching-ai,https://zenn.dev/kaz_miya/articles/4cc0f588b9a121,チーム: AI Craftmen,12,1,True,200,AIコーチングアプリの開発：AI Agent Hackathon参加レポート,False,,,False,"[""Google Cloud Vertex AI"", ""BigQuery"", ""Firebase Authentication"", ""Cloud Run"", ""Python"", ""Flask"", ""React"", ""Google Cloud""]","[""AIコーチング"", ""チャットボット"", ""教育支援"", ""キャリア支援"", ""Google Cloud""]",本プロジェクトは、若年層を中心に目標設定や継続的な自己成長を支援するAIコーチングアプリの開発事例である。Vertex AIやBigQueryなどのGoogle Cloudサービスを活用し、低コストかつ継続利用可能なコーチング体験を実現している。
41,fuguru,https://zenn.dev/yay1/articles/4c2615d147089c,チーム: FUGU,7,0,True,200,Geminiで資料をパーソナライズ化して効率的に読めるようにしてみた💡,False,,,False,"[""Google Gemini"", ""Google Cloud"", ""Firebase Hosting"", ""TestFlight"", ""YouTube"", ""HTML"", ""PDF"", ""DOCX"", ""PPTX"", ""Firebase Authentication"", ""Firestore""]","[""パーソナライズ学習"", ""生成AI"", ""教育"", ""情報整理"", ""業務効率化""]",fuguruは、既に知っている情報を資料から削除し、ユーザーの知識背景に合わせて必要な内容だけを整理・提供するパーソナライズ学習アプリです。Geminiを活用し、知識カードとして保存・復習できる体験を実現します。
42,TaskTrail,https://zenn.dev/task_trail/articles/4a6a7d330f2adc,チーム: TaskTrail,11,5,True,200,目標達成支援型 AI エージェント「Task Trail」,False,,,False,"[""Flutter"", ""Python 3.11"", ""Google Cloud Run"", ""Google Calendar API"", ""Google Vertex AI"", ""Gemini 1.5 Flash"", ""Firebase Authentication"", ""Cloud Firestore"", ""EventArc"", ""Google Cloud IAM""]","[""AIエージェント"", ""タスク管理"", ""目標達成支援"", ""業務効率化"", ""学習支援""]",Task Trailは、ユーザーの目標を入力するだけで、AIエージェントが達成までのタスクを自動生成・調整し、Googleカレンダーと連携して日々の予定として管理・通知する目標達成支援型AIアプリです。忙しさを考慮した動的なスケジューリングを実現します。
43,wondy,https://zenn.dev/nszknao/articles/zenn-ai-agent-hackathon,チーム: アクティ部,4,0,True,200,子供の疑問に答える AI エージェント「wondy」,False,,,False,"[""Google Cloud"", ""Vertex AI Gemini Multimodal Live API"", ""Google Cloud Speech-to-Text API"", ""Google Cloud Storage"", ""Raspberry Pi 3 Model B+"", ""Python"", ""Next.js"", ""Cloud Run"", ""shadcn/ui"", ""WebSocket""]","[""AIエージェント"", ""教育"", ""子供向けアプリ"", ""音声認識"", ""Google Cloud""]",wondyは、子供の「これなに？」という素朴な疑問に音声とカメラを使って即時に答えるAIエージェントです。親向けダッシュボードで質問履歴を確認でき、子供の好奇心を育みながら親子の学びとコミュニケーションを支援します。
44,Web会議の円滑な進行をサポートするAIエージェント「Meetiness」,https://zenn.dev/tsmiyamoto/articles/e808497a732a5c,チーム: YAKIONIGIRIs,11,3,True,200,Web会議サポートAIエージェントつくってみた【Meetiness】,False,,,False,"[""Google Chrome 拡張機能"", ""Chrome Extensions API"", ""Google Meet"", ""Google Meet 字幕機能"", ""JavaScript"", ""HTML"", ""CSS"", ""GitHub"", ""YouTube""]","[""AIエージェント"", ""Web会議"", ""業務効率化"", ""議事録・文字起こし"", ""Chrome拡張""]",Meetinessは、Web会議の進行を支援するAIエージェントです。会議中に出てくる専門用語の解説や、前回会議内容の要約共有などを行い、司会や参加者の負担を軽減します。Chrome拡張としてGoogle Meet上で動作し、円滑なコミュニケーションを実現します。
45,Chat Reflection Loop,https://zenn.dev/otar/articles/5170462d8d9241,個人,3,0,True,200,Google Cloud AIエージェントハッカソン参加：Chat Reflection Loop,False,,,False,"[""Flutter"", ""Firebase Authentication"", ""Firebase Hosting"", ""Cloud Run"", ""FastAPI"", ""PydanticAI"", ""Tavily Search API"", ""Vertex AI Gemini 2.0"", ""Google Cloud Filestore"", ""Secret Manager"", ""Terraform""]","[""チャットボット"", ""AIエージェント"", ""自己成長"", ""振り返り"", ""LLM活用"", ""ハッカソン""]",Chat Reflection Loopは、ChatGPTやGeminiなどのLLMとの日常的な対話履歴を蓄積・分析し、思考パターンや気づきを可視化することで、継続的な振り返りと自己成長を支援するAIエージェント型ツールです。
46,WebExam,https://zenn.dev/nakajiman/articles/9fb5ed8ea2b3bf,個人,11,4,True,200,WebExam - 「webでの学習」のより深い理解のために - をリリースしました！ | AI Agent Hackathon,False,,,False,"[""Next.js"", ""Vercel"", ""Firebase Firestore"", ""OpenAI GPT-4"", ""OpenAI API"", ""Node.js"", ""TypeScript"", ""HTML Parser"", ""REST API"", ""YouTube Embed""]","[""教育"", ""生成AI"", ""学習支援"", ""Webサービス"", ""理解度チェック""]",WebExamは、Web記事を使った学習において理解の浅さが残りやすい課題を解決するため、記事URLから内容を取得し、生成AIで理解度確認用の問題作成と自動採点を行う学習支援サービスです。
47,RecipAI,https://zenn.dev/yui/articles/db8bf341365eee,チーム: Hello Hack,34,2,True,200,AIで実現する食品ロスゼロ ― 冷蔵庫画像から残り食材を使って自動でレシピ生成できるアプリを作った,False,,,False,"[""Flutter"", ""Google Cloud Functions"", ""Python"", ""Google Cloud"", ""Cloud Functions HTTP トリガー""]","[""食品ロス削減"", ""レシピ生成"", ""画像認識"", ""モバイルアプリ"", ""生成AI""]",RecipAIは、冷蔵庫の中を撮影した画像をもとにAIが食材を解析し、残り物を無駄なく使えるレシピを自動生成するアプリです。忙しい家庭でも簡単に食材管理と食品ロス削減を実現することを目的としています。
48,Menu Bite,https://zenn.dev/kanda9685/articles/69d5d02de3b724,チーム: 京大にんじんサークル,29,6,True,200,Flutter × AI で実現！海外の飲食店で使えるメニュー認識アプリの開発【AI Agent Hackathon】,True,🏅 Moonshot賞,,True,"[""Flutter"", ""Dart"", ""Python"", ""FastAPI"", ""Google Cloud Vision API"", ""OpenAI ChatGPT"", ""OpenAI DALL·E 3"", ""Google Custom Search API"", ""Google App Engine"", ""YouTube""]","[""モバイルアプリ開発"", ""画像認識"", ""生成AI"", ""多言語対応"", ""海外旅行""]",Menu Biteは、海外の飲食店でメニューを撮影するだけで料理名の翻訳、説明、画像イメージを取得し、注文まで行えるスマホアプリである。画像認識と生成AIを組み合わせ、飲食店側の協力を必要とせずに言語の壁を解消することを目的としている。
49,AI家庭教師くん,https://zenn.dev/motsupot/articles/2ac5560d7840d5,チーム: もつなべ,12,3,True,200,【AI Agent Hackathon】Chrome拡張「AI家庭教師くん」,False,,,False,"[""Google Chrome拡張機能"", ""Google Chrome Extension APIs"", ""Google Cloud"", ""Google Cloud Run"", ""Vertex AI"", ""Gemini API"", ""Firebase Firestore""]","[""教育"", ""AIエージェント"", ""Chrome拡張"", ""学習支援"", ""エンジニア向け""]",AI家庭教師くんは、Web閲覧中の学習体験を向上させるChrome拡張型AIエージェントです。記事要約、チャットによる質疑応答、自由記述式クイズを通じて、情報の整理・理解・定着を支援し、エンジニアや学生の効率的な学習を実現します。
50,interFACE,https://zenn.dev/virtuouscore/articles/08faaad1e80539,チーム: 1M1D,,,False,HTTP 403,,False,,,False,,,
51,Browser AI Agent,https://zenn.dev/nabettu/articles/dc4aeb4dcdb89f,個人,88,23,True,200,開いているWebページを自然言語で操作するAIエージェントを作ったよ,False,,,False,"[""Chrome Extension"", ""React.js"", ""Vite"", ""Firebase Authentication"", ""Cloud Firestore"", ""Firebase Cloud Functions"", ""Vertex AI Gemini"", ""Next.js"", ""Tailwind CSS"", ""Firebase Hosting"", ""Stripe"", ""Stripe Extension""]","[""AIエージェント"", ""ブラウザ自動化"", ""Chrome拡張"", ""業務効率化"", ""セキュリティ""]",このプロジェクトは、ログイン済みのWebページを自然言語で安全に操作できるChrome拡張型のブラウザAIエージェントです。PC操作権限や認証情報をAIに直接渡さず、既存のブラウザ環境上でフォーム入力やデータ取得などを自動化できます。
52,飲食店メニュー多言語化アプリ,https://zenn.dev/ichihos1111/articles/160f7502032178,個人,3,0,True,200,バ先のメニューを多言語化するアプリを作った。,False,,,False,"[""Flutter Web"", ""Google Cloud App Engine"", ""Google Cloud Firestore"", ""Firebase Storage"", ""Vertex AI"", ""Gemini 1.5 Flash"", ""Google Cloud Platform"", ""flutter_color_picker"", ""Google 画像検索""]","[""生成AI"", ""多言語対応"", ""飲食店DX"", ""Webアプリ開発"", ""インバウンド対応""]",飲食店向けに、QRコードで閲覧できる多言語メニューを生成AIで自動翻訳するWebアプリを開発。Firestoreでメニューを管理し、Vertex AIを用いて海外客にも分かりやすい表現で翻訳することで、店舗運営と接客体験の向上を目指している。
53,第ゼロ稿,https://zenn.dev/bamb00eth/articles/20250210gcphackathon,個人,6,0,True,200,第ゼロ稿 ~AI Agent Hackathon with Google Cloud提出プロダクト~,False,,,False,"[""Google Cloud Platform"", ""Firebase Authentication"", ""Cloud Firestore"", ""Cloud Run"", ""Cloud Functions"", ""Cloud Tasks"", ""Vertex AI"", ""Vertex AI GenerativeModel"", ""Google Search Retrieval"", ""GitHub OAuth""]","[""AIエージェント"", ""技術ブログ"", ""GCP"", ""自動投稿"", ""生成AI""]",技術キャッチアップを効率化するため、入力したトピックからブログ記事生成と投稿・告知までを自動化するAIエージェントを開発した。GCPとVertex AIを活用し、忙しい開発者や新規事業担当者の情報収集負荷を下げることを目的としている。
54,JanJan for kids,https://zenn.dev/yahsan2/articles/71e5ff935108e2,個人,11,0,True,200,Multimodal Live API で、AIネイティブ次世代のリアルタイム会話型の学習サービスをつくってみた！,False,,,False,"[""Google Cloud"", ""Vertex AI"", ""Vertex AI Multimodal Live API"", ""Gemini API"", ""Cloud Run"", ""Firebase"", ""Three.js""]","[""教育"", ""子ども向け"", ""音声対話"", ""AIエージェント"", ""マルチモーダル"", ""リアルタイム""]",「janjan-for-kids」は、音声と映像を用いたリアルタイム会話を通じて、子ども一人ひとりの学習レベルに合わせた問題を自動生成するAI学習サービスのPoCです。3Dキャラクターと常駐型AIにより、子どもの自発的な学習体験を実現します。
55,AI Workchain,https://zenn.dev/komlock_lab/articles/8f9702d9862dc0,チーム: Komlock lab,15,3,True,200,AI WorkChain - AI Agent × Web3で実現する自律型業務委託契約システム 【Zenn Hackathon】,False,,,False,"[""Ethereum"", ""スマートコントラクト"", ""IPFS"", ""Arweave"", ""Optimistic Rollup"", ""ElizaOS"", ""Node.js"", ""Google Cloud"", ""Terraform"", ""Gemini"", ""暗号資産ウォレット"", ""分散型ストレージ""]","[""AIエージェント"", ""Web3"", ""スマートコントラクト"", ""業務委託"", ""ブロックチェーン""]",AI WorkChainは、AIエージェント同士が人間を介さずに業務委託契約・納品・報酬支払いまでを自律的に完結させるWeb3システムです。スマートコントラクトと分散型ストレージを活用し、契約の自動執行や紛争解決を実現します。
56,Opinion Galaxy,https://zenn.dev/edegp/articles/f9be4f4f19814f,チーム: いいっすね,6,1,True,200,【選挙予測！？】政治意見のトレンドを可視化するAIアプリケーションの開発,False,,,False,"[""Streamlit"", ""Firebase Authentication"", ""Google Cloud Platform"", ""Cloud Run"", ""Cloud Storage"", ""SQLite"", ""LiteFS"", ""Litestream"", ""Vertex AI"", ""Text Embeddings API"", ""LightGBM""]","[""政治データ分析"", ""世論可視化"", ""選挙予測"", ""生成AI活用"", ""データ可視化""]",国民の政治意見をリアルタイムで収集・可視化し、AIを用いて選挙結果の得票率予測を行うWebアプリケーション。SNSや従来の世論調査の課題を補い、中立的で透明性の高い政治トレンド分析を実現する。
57,Co Email,https://zenn.dev/ruki_kuri_sun/articles/e312d3b58394c2,個人,,,False,404 Not Found,,False,,,False,,,
58,マルチモダンAIエージェント,https://zenn.dev/shahin/articles/44843c3b757121,チーム: 駆け出しエンジニア,4,1,True,200,Google Cloud × Gemini Pro で作る次世代チャットボット：マルチモーダルAIエージェントの実装と解説,False,,,False,"[""Google Cloud Platform"", ""Vertex AI"", ""Gemini Pro"", ""Google Cloud Run"", ""Flask"", ""Vertex AI SDK"", ""WebSocket"", ""HTML"", ""CSS"", ""JavaScript"", ""Docker"", ""GitHub""]","[""マルチモーダルAI"", ""チャットボット"", ""生成AI"", ""クラウドネイティブ"", ""Google Cloud""]",このプロジェクトは、Google CloudとGemini Proを活用し、テキストと画像を組み合わせたマルチモーダル対話が可能な次世代チャットボットを構築するものです。Vertex AIやCloud Runを基盤に、スケーラブルで実用的なAIエージェントの設計と実装方法を解説しています。
59,Cloud Print AI,https://zenn.dev/mathewchan/articles/552ee3580aa8fa,チーム: CloudPrint AI,5,0,True,200,Google Cloudの アーキテクチャ図を生成するCloud Print AI,False,,,False,"[""Google Cloud"", ""Vertex AI"", ""Gemini 2.0 Flash"", ""Firebase"", ""Firebase Hosting"", ""Firebase SDK"", ""React"", ""Vite"", ""TypeScript"", ""Terraform"", ""Mermaid"", ""Excalidraw"", ""Mermaid-to-Excalidraw""]","[""Google Cloud"", ""アーキテクチャ設計"", ""AIエージェント"", ""インフラ自動化"", ""図生成"", ""コスト見積もり""]",Cloud Print AIは、要件を一行入力するだけでGoogle Cloudのアーキテクチャ図を自動生成し、あわせて推定運用コストやTerraformによるデプロイ用コードまで出力する製図ツールです。Vertex AIとGeminiを活用し、設計初期の検討や提案作成を効率化します。
60,RrntFlow,https://zenn.dev/hikesuns/articles/c1eb04b94caefa,個人,8,1,True,200,AI x Crypto による賃貸プラットフォーム構想 AI Agent Hackathon with Google Cloud,False,,,False,"[""Google Cloud"", ""Cloud Run"", ""Vertex AI"", ""Vertex AI Studio"", ""Firestore"", ""ブロックチェーン"", ""スマートコントラクト"", ""USDC"", ""Gemini 2.0 Flash"", ""ChatGPT o1"", ""Windsurf""]","[""賃貸"", ""不動産テック"", ""AI検索"", ""ブロックチェーン"", ""Web3"", ""Google Cloud""]",AIによる自然言語検索とブロックチェーンのスマートコントラクトを組み合わせ、物件検索から契約までをオンラインで完結させる賃貸プラットフォーム構想。審査の不透明性や滞納リスクを軽減することを目指すPOCプロジェクト。
61,momen.ai,https://zenn.dev/naotoitoi/articles/4b61d6257d0c95,チーム: MGS,16,2,True,200,【AI Agent Hackathon】あなたの「もめごと」を解決する、新時代のパーソナルコーチ を作ってみた,False,,,False,"[""Google Cloud Run"", ""Vertex AI"", ""Artifact Registry"", ""Next.js (App Router)"", ""nanoid"", ""react-calendar"", ""iconify-react""]","[""AIエージェント"", ""自己内省"", ""コミュニケーション改善"", ""行動変容"", ""ライフスタイル""]",momen.ai は、日常のもめごとや感情のズレを記録し、AIエージェントとの対話を通じて原因を整理し、具体的な行動変容を促すパーソナルコーチ型の自己内省ツールです。ユーザーが自分自身と向き合い、より良い関係性を築くための一歩を支援します。
62,Osiri,https://zenn.dev/sintaro/articles/e25fb64c95a4e1,個人,7,2,True,200,[個人開発]海外スタートアップ情報を手軽に知れる生成AI系プロダクトを作った話,False,,,False,"[""Vite"", ""React"", ""Radix UI"", ""Tailwind CSS"", ""react-i18n"", ""Zustand"", ""Supabase"", ""Supabase Edge Functions"", ""Google Cloud Run"", ""Gemini API"", ""Slack API"", ""Discord API"", ""Stripe"", ""GitHub Actions"", ""Amplitude""]","[""生成AI"", ""ニュース要約"", ""スタートアップ"", ""多言語対応"", ""個人開発""]",Osiriは、海外のスタートアップ・テック関連ニュースを自動収集し、生成AIで要約・翻訳して配信するグローバル対応ニュースリーダーです。RSSを元にAI要約を行い、SlackやDiscordで母国語の情報を効率的に受け取れる点が特徴です。
63,AIたんご帳,https://zenn.dev/yusuketagawa/articles/04724dd10456fa,個人,8,1,True,200,"自動で英語の問題を作成してくれる！""AIたんご帳""の紹介",False,,,False,"[""React Native"", ""Expo"", ""SQLite"", ""Google Cloud Run"", ""Google Vertex AI"", ""tRPC""]","[""英語学習"", ""教育アプリ"", ""生成AI"", ""モバイルアプリ"", ""語学学習""]",AIたんご帳は、学習者が登録した英単語をもとに生成AIが無制限で英語の例文問題を自動作成する学習アプリです。従来教材の例文数や内容の制約を解消し、常に新しい文脈で単語の意味と使い方を効率的に学べます。
64,鮮度判定アプリFreshFinder,https://zenn.dev/cloudknowhow/articles/52d49b328750ab,チーム: TOPPA!!!,7,1,True,200,【AI Agent Hackathon with Google Cloud】AIでスーパーの買い物をスマートに！鮮度判定アプリの挑戦！,False,,,False,"[""Google Cloud"", ""Gemini API in Vertex AI"", ""Vertex AI"", ""Vision API"", ""Next.js"", ""React"", ""FastAPI"", ""Python"", ""Cloud Run"", ""Artifact Registry""]","[""画像認識"", ""食品ロス削減"", ""スーパーDX"", ""ハッカソン"", ""AIエージェント""]",スーパーでの買い物時に、カメラで食材を撮影するだけで鮮度の高いものを判定・選択できるAIアプリの開発事例。Google Cloud上でGemini APIやVision APIを活用し、食品ロス削減と買い物体験の向上を目指している。
65,WanderLens,https://zenn.dev/yuulin/articles/632e987d8edc73,個人,16,2,True,200,【AI Agent Hackathon】WanderLens - あなたの冒険を、もっと鮮やかに。,False,,,False,"[""Next.js"", ""TailwindCSS"", ""Framer Motion"", ""Gemini Multimodal Live API"", ""Vertex AI"", ""Firebase Authentication"", ""Firestore"", ""Cloud Run"", ""Google Places API"", ""Google Maps JavaScript API"", ""Google Translation API"", ""Google Cloud""]","[""AIエージェント"", ""観光テック"", ""マルチモーダルAI"", ""インバウンド対応"", ""スマートシティ""]",WanderLensは、Gemini Multimodal Live APIを活用したAIお出かけコンパニオンです。カメラによる環境認識やリアルタイム案内、多言語対応、パーソナライズ推薦を統合し、訪日外国人や国内旅行者に新しい観光体験を提供します。
66,Safety Eye,https://zenn.dev/acntechjp/articles/018aa891fdbdac,チーム: シェアラボAI,64,9,True,200,建設現場における服装チェックの自動化システム,False,,,False,"[""Raspberry Pi"", ""Raspberry Pi Camera Module"", ""Google Cloud Platform"", ""Cloud Storage"", ""Cloud Run"", ""Cloud Functions"", ""Vertex AI"", ""Gemini 2.0 Flash"", ""Python"", ""Slack API"", ""BigQuery""]","[""建設業"", ""安全管理"", ""画像認識"", ""生成AI"", ""業務効率化""]",Safety Eyeは、建設現場における作業員の安全装備着用を自動で確認するシステムです。Raspberry Piで撮影した画像をクラウドに送信し、Geminiモデルによる画像解析でヘルメットや安全ベストの装着有無を判定し、結果をSlackへ通知することで安全管理を効率化します。
67,会話に溶け込むアンビエントAIエージェント,https://zenn.dev/sssssshun1122/articles/f3d80730d445be,チーム: アテモヤ,3,0,True,200,【ハッカソン開発】会話に溶け込むアンビエントAIエージェント,False,,,False,"[""LangGraph"", ""Gemini API"", ""Vertex AI"", ""Google Cloud Run"", ""Google Drive"", ""Slack"", ""Large Language Models"", ""Google Cloud"", ""YouTube""]","[""AIエージェント"", ""チャット活用"", ""業務効率化"", ""ナレッジ管理"", ""アンビエントAI""]",日常のチャットログを自動で要約・蓄積し、週次でAIエージェントが介入して深掘りすべきテーマと良質な調査クエリを提案するアンビエントAIエージェント。ユーザーの負担なく、自然な会話から気づきとリサーチの種を育てる仕組みを実現する。
68,WaiDDy Pocket,https://zenn.dev/waiddy/articles/376270bd1ae1b2,チーム: WaiDDy Pocket,15,1,True,200,AI Agent Hackathon : AI旅行プラン生成サービス「WaiDDy Pocket」を作ってみた,False,,,False,"[""Flutter"", ""Firebase Authentication"", ""Firebase Firestore"", ""Firebase Hosting"", ""Google Cloud"", ""Google Vertex AI"", ""Gemini"", ""Google Cloud Functions"", ""Google OAuth"", ""YouTube""]","[""旅行プランニング"", ""AIエージェント"", ""生成AI"", ""Webアプリ開発"", ""ハッカソン""]",WaiDDy Pocketは、ユーザーの要望を自然言語で入力するだけで、AIが最適な旅行プランを生成するWebアプリです。行き先選定から旅程作成、スキマ時間の活用や他ユーザーのプラン共有までを一貫してサポートし、忙しい人の旅行計画を効率化します。
69,Tascario,https://zenn.dev/erukiti/articles/2502-ai-agent-hackathon,個人,48,14,True,200,AI エージェント開発ハッカソン参加記事：Gemini 2.0 Flash で技術文書分析ツール「Tascario」を作ってみた,False,,,False,"[""Gemini 2.0 Flash"", ""Google Cloud Platform"", ""Cloud Run"", ""Next.js"", ""React"", ""TypeScript"", ""Firestore"", ""Vertex AI"", ""Vertex AI Embeddings"", ""tRPC"", ""Google OAuth 2.0"", ""NextAuth.js""]","[""AIエージェント"", ""技術文書分析"", ""情報整理"", ""AI検索"", ""業務効率化""]",Tascarioは、技術記事やLLMとの会話ログなど大量の情報をGemini 2.0 Flashで分析・検索できるプロダクトです。記事の価値判断や洞察抽出、自然言語検索を可能にし、情報過多による思考負荷の軽減を支援します。
70,SasayakiAI,https://zenn.dev/pianopia/articles/982a4223da5055,個人,1,0,True,200,【Sasayaki AI 】会議でよく分からない専門用語を初心者でも分かるように解説してくれるツールを作りました,False,,,False,"[""Vanilla JavaScript"", ""HTML5"", ""CSS3"", ""Google Gemini 2.0 Flash Multimodal Live API"", ""WebSocket"", ""Web Audio API"", ""Web Speech API"", ""ブラウザ音声入力"", ""ブラウザリアルタイム翻訳""]","[""議事録作成"", ""音声認識"", ""業務効率化"", ""多言語対応"", ""会議支援ツール""]",SasayakiAIは、会議中の音声をリアルタイムで文字起こしし、専門用語を初心者にも分かりやすく解説する会議支援ツールです。多言語翻訳や重要情報の抽出にも対応し、議事録作成や理解の負担を軽減します。
71,CAST,https://zenn.dev/sen_pt/articles/5a2a7504c2646a,チーム: Sorcerick,7,1,True,200,【AI Agent Hackathon】PDF to Video! 教材動画生成ツール『CAST』を制作しました,False,,,False,"[""Large Language Models (LLM)"", ""RAG（Retrieval Augmented Generation）"", ""Embedding 検索"", ""PDF 解析・テキスト抽出"", ""PowerPoint"", ""YouTube"", ""プロンプトエンジニアリング"", ""目次ベース文書分割""]","[""AIエージェント"", ""教育"", ""動画生成"", ""業務効率化"", ""LLM活用""]",CASTは、PDF形式の研修資料から業務レベルの教材動画を効率的に生成するツールです。LLMを活用し、目次による文書分割や編集しやすい制作フローを採用することで、動画制作コストと修正負荷を大幅に削減します。
72,AiMee,https://zenn.dev/rapirapi/articles/de88dfb7d5e4fa,チーム: ユニバック,10,3,True,200,会議進行をサポートするAIエージェント「AiMee」の紹介,False,,,False,"[""React"", ""Firebase Hosting"", ""Agora"", ""Cloud Run"", ""Flask"", ""Vertex AI Gemini"", ""Firestore"", ""GCP Speech-to-Text"", ""GCP Text-to-Speech""]","[""会議支援"", ""議事録自動化"", ""AIエージェント"", ""業務効率化"", ""音声認識""]",AiMeeは、会議の進行と議事録作成を自動化するAIエージェントです。音声認識とLLMを活用し、リアルタイムで発言整理や意思決定支援を行うことで、会議の質と効率を大幅に向上させます。
73,テックスキャン 😎,https://zenn.dev/mae616/articles/1847ef75cb96a3,チーム: シーラカンス,20,4,True,200,AIがあなたの個性を発見！ハッカソンで開発した分析エージェント,False,,,False,"[""Google Cloud"", ""Flutter"", ""flutter-fl_chart"", ""RadarChart"", ""Zenn API"", ""YouTube"", ""ITSS+（IPA 共通レベル定義）"", ""AI Agent アーキテクチャ""]","[""AIエージェント"", ""自己分析"", ""エンジニアキャリア"", ""技術ブログ分析"", ""ハッカソン""]",テックスキャンは、エンジニアが公開している技術ブログなどのアウトプットをAIエージェントが分析し、長所や個性、スキルレベル、次に取るべきステップを可視化するアプリです。他己分析を通じて自己理解と自己ブランディングを支援します。
74,The 料理 2,https://zenn.dev/yiefhouse/articles/a5477c98d75106,個人,13,2,True,200,The 料理 2.0【AI Agent Hackathon with Google Cloud】,False,,,False,"[""Google Cloud App Engine"", ""Next.js"", ""LangChain"", ""LangChain AgentExecutor"", ""Google Vertex AI"", ""Gemini API"", ""Imagen API"", ""ChatVertexAI"", ""TypeScript"", ""YouTube""]","[""AIエージェント"", ""レシピ生成"", ""マルチエージェント"", ""生成AI"", ""Webアプリ"", ""食×テクノロジー""]",退屈になりがちな食生活を壊すことを目的に、AIが意外性のある料理レシピを自動生成するWebアプリ。LangChainを用いたマルチエージェント構成で、一般的な料理と創造的な料理案を比較し、刺激的なレシピと画像を提案する。
75,SYUTYU Timer,https://zenn.dev/connvoi/articles/b7cf65120fa496,個人,6,0,True,200,Pomodoro✖︎GenAI アプリ SYUTYU TIMER,False,,,False,"[""Flutter"", ""Google Compute Engine"", ""Flask"", ""Redis"", ""nginx"", ""Gemini 2.0"", ""ImageGen3"", ""Text-to-Speech"", ""Speech-to-Text"", ""OpenWeatherMap API"", ""Zennトレンドフィード"", ""rebuild.fm""]","[""ポモドーロテクニック"", ""生成AIアプリ"", ""生産性向上"", ""Androidアプリ"", ""音声要約""]",SYUTYU TIMERは、ポモドーロテクニックと生成AIを組み合わせたAndroid向け集中支援アプリです。作業・休憩の合図や背景画像、休憩中のコンテンツをAIで毎回生成し、マンネリ化を防ぎながら集中力と生産性の向上を支援します。
76,ほすさぽくん,https://zenn.dev/hatyametya_body/articles/2ddb1da924fb0a,チーム: まるさぽくん,9,1,True,200,看護師のためのエージェントアプリ「ほすさぽくん」#AI Agent Hackathon with Google Cloud,False,,,False,"[""Google Cloud Vertex AI"", ""Gemini Pro"", ""LangChain"", ""Python"", ""Streamlit"", ""Firebase Authentication"", ""Cloud Firestore"", ""BigQuery"", ""Google Cloud Functions"", ""Google Cloud Run""]","[""AIエージェント"", ""看護師"", ""ヘルスケア"", ""業務効率化"", ""Google Cloud""]",このプロジェクトは、看護師の情報収集や看護計画立案にかかる時間を減らし、サービス残業の常態化を改善することを目的としたAIエージェントアプリです。臨床現場で必要な患者情報を整理・補助し、看護師の業務負担軽減を支援します。
77,Perfect Health'n Man,https://zenn.dev/axelasports/articles/ccc4883dc1e3c7,チーム: Perfect Health'n Man,13,4,True,200,AI エージェントは健康を夢に見るか？ for AI Agent Hackathon,False,,,False,"[""Google Cloud"", ""RAG（Retrieval Augmented Generation）"", ""チャットベースインターフェース"", ""AIエージェントアーキテクチャ"", ""CRUDデータ管理設計"", ""生成AIワークフロー分割設計"", ""自然言語対話UI"", ""パーソナライズド推薦ロジック""]","[""ヘルスケア"", ""AIエージェント"", ""RAG"", ""健康管理アプリ"", ""チャットボット""]",「Perfect Health'n Man」は、ユーザーの健康目標に基づき、AIエージェントが食事・運動・睡眠を統合管理する健康管理アプリです。RAGを用いた専門的知識提供と、チャットベースの簡単な記録・タスク生成により、健康習慣の継続と包括的な健康評価を支援します。
78,マルチ生成AIチャットボット,https://zenn.dev/dainoji7474/articles/de6d43e90b1ae3,チーム: DLab,3,0,True,200,マルチ生成AIチャットボットアプリを作ってみた,False,,,False,"[""Google Kubernetes Engine"", ""Kubernetes"", ""Next.js"", ""TypeScript"", ""Redis"", ""Vertex AI"", ""Gemini"", ""Vertex AI SDK"", ""WebSocket"", ""Helm"", ""Google Cloud""]","[""生成AI"", ""チャットボット"", ""Webアプリ開発"", ""クラウドアーキテクチャ"", ""学習支援""]",複数の生成AIチャットボットを同一ルーム上で会話・対話させられるWebアプリを開発。ユーザー自身がボットを作成・共有し、ロールプレイや学習、実験を通じてプロンプト設計やチャットボット開発を実践的に学べる環境を提供する。
79,ぴこかんむり＆温泉BBA,https://zenn.dev/voicehackerjp/articles/818266fd2510e5,チーム: 温泉BBA&ぴこかんむり,2,0,True,200,生成AIで「推し活エージェント」を作ってみた,False,,,False,"[""Google Gemini 2.0 Flash"", ""Dify"", ""LINE Messaging API"", ""Cloud Scheduler"", ""Google Cloud Run"", ""Webスクレイピング"", ""ジョブスケジューラー"", ""LLMプロンプト設計"", ""YouTube Shorts"", ""LINE Bot""]","[""推し活"", ""生成AI"", ""AIエージェント"", ""LINEボット"", ""自動化"", ""情報収集""]",芸能人などの“推し”に関する最新情報を自動収集・要約してLINEで届ける推し活支援エージェント。Cloud Schedulerとスクレイピング、生成AIを組み合わせ、膨大なサイト情報から発売日やイベント情報のみを抽出し、忙しいファンでも効率的に推し活ができる仕組みを実現している。
