No,Project Name,URL,Author/Team,Likes,Bookmarks,Accessible,Status,Description,IsWinner,AwardName,AwardComment,IsFinalPitch,TechStacks,Tags,ContentSummary
26,PawMate,https://zenn.dev/jagaimo_poteto/articles/0a74c4f4e64b90,個人,13,2,True,200,PawMateは、愛するペットが迷子になってしまった飼い主さんと、ペットを見つけた方をAI技術でつなぐWebサービスです。Google CloudのAI技術を活用し、2つのAIエージェント（画像を分析する探偵AIと、ペットの行動を予測するAI）が24時間体制でペット探しをサポート。天気や時間帯、地形などのデータから「今どこにいる可能性が高いか」を地図上にヒートマップで表示し、効率的な捜索を実現します。また、見つけた方が写真を投稿すると、AIが自動で似ているペットを判定してマッチング。飼い主さんへ即座に通知が届き、チャット機能で直接やり取りができます。従来の「ポスターを貼って探す」方法から、データとAIを活用した新しいペット捜索の形を提案します。,True,優秀賞,ペットを飼う者として、もし自分のペットがいなくなったときにこのサービスがあればどんなに助けになるかと思いました。特に、科学的根拠に基づいた動物の行動分析をしてサービスに落とし込んでいる点や、ヒートマップを作ったりといった技術力の高さを評価しました。,True,"[""Vertex AI"", ""Gemini 2.5 Pro Vision"", ""Agents Development Kit (ADK)"", ""Vision AI"", ""Cloud Run"", ""Firestore"", ""Cloud Storage"", ""Next.js 15.5.2"", ""TypeScript 5"", ""Tailwind CSS v4"", ""Google Maps JavaScript API"", ""Firebase Auth"", ""WebSocket"", ""OpenWeatherMap API""]","[""迷子ペット"", ""マルチエージェント"", ""画像認識"", ""位置情報"", ""リアルタイム"", ""社会課題解決""]",PawMateは、生成AIのマルチエージェントで迷子のペット探索を効率化するサービスです。画像認識による個体識別と、天候・時間帯・地形を統合した行動予測でヒートマップを生成し、発見者と飼い主をリアルタイムにつなぎます。Google CloudのAI基盤を活用し、科学的な捜索を実現します。
27,いざ旅,https://zenn.dev/nakayutthi/articles/914d968b4175e8,個人,8,4,True,200,「次の休み、どこへ行こう？」でも結局、いつも同じような旅になっていませんか？本当に行きたい旅は、あなた自身も知らないかもしれません。『いざ旅』は、AIとの対話であなたの深層心理を診断し、価値観を可視化。あなただけの運命の旅を３つ提案する新しい旅のソムリエです。旅行中はリアルタイムのコンシェルジュとしてあなたを支え、旅の後はVeoが感動をショートムービーに。計画の面倒さから解放され、本当のあなたに出会う旅へ。さあ、いざ。,False,,,True,"[""Agent Development Kit (ADK)"", ""Google Cloud"", ""Google Maps Platform"", ""Firebase"", ""Flask"", ""Vue.js"", ""Gemini"", ""Nano Banana"", ""Veo"", ""YouTube""]","[""AIエージェント"", ""旅行"", ""パーソナライズ"", ""対話型AI"", ""エンタメ""]",『いざ旅』は、対話型AIエージェントがユーザーの深層心理や旅の価値観を診断し、最適な旅行体験を提案・伴走する旅のソムリエサービスです。診断、提案、旅行中の支援、思い出生成までを一貫してAIが支えます。
28,小規模店舗のInstagram投稿支援エージェントシステム,https://zenn.dev/neoki_no_naoki/articles/e8d34fd410a27c,個人,2,0,True,200,"個人店や小規模ビジネスのSNS運用、大変じゃないですか？ 投稿用の画像や文章作りは時間がかかる上、お店の個性を出すのも一苦労です。

このシステムは、簡単な言葉で指示するだけで、お店のキャラクターやロゴが入ったオリジナルの画像と魅力的な文章をAIが自動で作成し、Instagramに投稿まで行います。

Googleの最新AI技術を使い、面倒な作業をAIエージェントチームが代行。SNSマーケティングの負担を劇的に減らし、ファンを増やすお手伝いをします。",False,,,False,"[""Agent Development Kit (ADK)"", ""Vertex AI Gemini"", ""Vertex AI Imagen"", ""Instagram Graph API"", ""Google Cloud Run"", ""Identity-Aware Proxy (IAP)"", ""Google Cloud External HTTPS Load Balancer"", ""YouTube"", ""Veo 3""]","[""AIエージェント"", ""SNSマーケティング"", ""Instagram自動投稿"", ""画像生成"", ""テキスト生成""]",小規模店舗向けに、ADKとVertex AIを用いてInstagram投稿を自動生成・投稿する支援エージェントシステムを開発。画像生成、キャプション作成、投稿までをマルチエージェントで連携し、ブランド一貫性のあるSNS運用を効率化する。
29,Coco-Ai (ココアイ),https://zenn.dev/yuma_s81128/articles/751220cc0fee2c,個人,5,1,True,200,Coco-Ai（ココアイ）は、スマホ利用が親子の会話を奪う課題に向き合い、子どもの「なんで？」を親子の対話に変えるソリューションです。子ども向けの簡潔な解説と魅力的なイラストで理解を支え、親が声をかけやすい「おはなしのタネ」で自然な会話を誘導します。アプリはFirebaseを基盤にCloud Run Functions・Cloud Run・Firestoreを連携させたイベント駆動型の構成で、リアルタイムかつ安全に利用できる設計となっています。,False,,,False,"[""Flutter"", ""Firebase Hosting"", ""Cloud Firestore"", ""Cloud Functions for Firebase"", ""Cloud Storage for Firebase"", ""Firebase Authentication"", ""Cloud Run"", ""Eventarc"", ""Cloud Build"", ""Gemini"", ""Gemini Code Assist"", ""ChatGPT""]","[""AIエージェント"", ""育児支援"", ""教育"", ""親子コミュニケーション"", ""Google Cloud""]",Coco-Aiは、未就学児の「なんで？」をきっかけに、AIの解説とイラスト、会話用のヒントを提供し、スマホ時間を親子の学びと対話につなげる育児支援アプリです。受動的な動画視聴ではなく、AIを触媒に親子の会話を生み出す体験を目指しています。
30,Pocket Photographer,https://zenn.dev/hiro3432/articles/4c851947bc6eb4,個人,3,0,True,200,"「思い通りの写真が撮れない」「自分の写真が良いのか分からない」
このようなカメラ初心者が直面する課題に対して、ポケットに入るプロフォトグラファー(写真家)をコンセプトとし、具体的なフィードバックを提供するAIエージェント「Pocket Photographer」を開発した。

使用している機材に特化した正確なQ&Aで操作の疑問を解消し、撮影した写真をAIが分析して具体的な改善点をアドバイスします。まるで専属のメンターがいるかのように、あなたの写真ライフをサポート。カメラを学ぶ楽しさを、お届けします。",False,,,False,"[""TypeScript"", ""Google Cloud"", ""RAG（Retrieval-Augmented Generation）"", ""画像認識・画像解析"", ""EXIFメタデータ解析"", ""Webフロントエンド（レスポンシブ対応）"", ""チャットベースUI"", ""マルチモーダルAI""]","[""AIエージェント"", ""カメラ・写真"", ""RAG"", ""画像解析"", ""学習支援""]",Pocket Photographerは、カメラ初心者の「操作がわからない」「写真の評価が難しい」といった課題を解決するAIカメラサポートエージェントです。チャット形式のQ&Aと写真評価機能を通じて、機材に特化した操作案内や具体的な改善アドバイスを提供し、撮影と学習を継続的に支援します。
31,HAYAOSHI,https://zenn.dev/usutaku/articles/66c108b0e75a57,チーム: こんぱす,26,4,True,200,「HAYAOSHI」は、教科書や問題集を撮るだけでAIがクイズ化し、友だちと早押し対戦できる学習アプリです。ChatGPTの登場以降「暗記なんてAIがやればいい」とモチベーションが下がってしまっている学生を沢山見てきました。このHAYAOSHIはつまらない暗記を友人との対戦形式で楽しく学ぶことができます。出題は二つのAIエージェントによって行われ、クイズを生成するものとそのクイズを評価するものが協奏することにより精度の高い問題生成が可能です。,False,,,False,"[""React"", ""TypeScript"", ""Vite"", ""Tailwind CSS"", ""Framer Motion"", ""Zustand"", ""React Router"", ""Firebase Functions"", ""Google Cloud Functions"", ""Vertex AI Gemini"", ""Firebase Realtime Database"", ""Firestore"", ""Express.js"", ""Firebase Admin SDK""]","[""教育"", ""EdTech"", ""対戦ゲーム"", ""クイズアプリ"", ""AIエージェント"", ""学習支援""]",HAYAOSHIは、教科書や問題集を撮影するだけでAIがクイズを自動生成し、友人同士で早押し対戦できる学習アプリです。暗記学習へのモチベーション低下という課題に対し、ゲーム性と競争要素を取り入れることで、AI時代でも楽しく基礎知識を定着させることを目的としています。
32,モチらぶ,https://zenn.dev/chameleon/articles/18afcd7f8230d1,チーム: 合同会社ChameleonMeme,3,0,True,200,日本社会の重要問題であるリスキリングに対する課題解決を行うプロダクト「モチらぶ」。従来は人間が担っていた学習を継続するためのキーファクターであるモチベーションコントロールをリアルタイム音声×AIマルチエージェントにより再現することで、本当の人間が側にいて、まるで恋人のようにつきっきりで支援してくれるプロダクトです。さぁ、Let's モチらぶ！,False,,,False,"[""OpenAI GPT-4o"", ""OpenAI Whisper"", ""LangChain"", ""Next.js"", ""Vercel"", ""WebRTC"", ""Speech Synthesis API"", ""Speech Recognition API"", ""YouTube Embed API""]","[""リスキリング"", ""教育"", ""AIエージェント"", ""モチベーション管理"", ""マルチモーダル""]",モチらぶは、社会人のリスキリングにおける最大の課題である学習継続のモチベーション低下を解決するため、本当の恋人のように寄り添うAI学習パートナーを提供するサービスである。音声やテキストを用いたリアルな対話を通じて、学習開始から継続、達成感の創出までを支援する。
33,フクシア,https://zenn.dev/teritama/articles/aa54b4fbed1231,チーム: てりたま,14,5,True,200,社会福祉士の現場では、煩雑なアセスメント作成や膨大な支援制度情報の検索が負担となり、本来利用者に寄り添う時間が削られています。私たちの開発した 「フクシア」 は、会話ログから自動でアセスメントを生成し、利用者に適した支援制度を検索・提案する AI Agent です。社会福祉士の業務を効率化し、支援が必要な人により多くの時間と心を注げる社会の実現を目指します。,True,最優秀賞,社会福祉士が抱える課題に対し、リアリティのある「現場感」に基づいた課題認識を持ち、それをアイディアとして形にし、テストまで行った実行力を高く評価します。なかでも一番印象的だったのは、そのすべての起点となっている「現場感」です。今後、現場に導入すると様々な課題が出てくると思いますが、このアイディアの最大の強みはまさしくその「現場感」だと思います。それらの課題を乗り越え、実際の現場で活用されることを期待しています。,True,"[""OpenAI GPT-4"", ""OpenAI Whisper"", ""LangChain"", ""Retrieval Augmented Generation (RAG)"", ""Google Search API"", ""Vector Database"", ""YouTube API"", ""Web Speech API""]","[""社会福祉"", ""AIエージェント"", ""RAG"", ""業務効率化"", ""行政・自治体""]",フクシアは社会福祉士の業務を支援するAIエージェント型プロダクトです。面談ログからアセスメントを自動生成し、RAGを用いて利用者に適した支援制度を検索・提案することで、事務作業を削減し、利用者に寄り添う時間の最大化を目指します。
34,シゴットニア,https://zenn.dev/jinkutoriu/articles/7d2527a7ea6a4c,個人,2,0,True,200,未来の働くを切り開くシゴットニアは、AIに聞くだけではなく、AIから質問を受けたり、AIから出題される問題を解決し、仕事を疑似的に体験するプロダクトです。子供向けの職業体験は充実していますが、新たな挑戦を目指そうとする大人の職業体験は充実していません。そこで、未来を創る子供から今を創る大人まで、全員が興味のある仕事や職人のような専門知識を学ぶことのできるプラットフォームを開発しました。どのような職種を体験したいか、具体的な考えがなくても関心のある情報を入力すると、そこからはユーザーの求める職業体験が始まります。,False,,,False,"[""Next.js"", ""TypeScript"", ""PrimeReact"", ""React Flow"", ""Google Gemini"", ""Imagen 4.0 Fast Generate"", ""Docker"", ""Pulumi"", ""VS Code"", ""YouTube""]","[""職業体験"", ""教育AI"", ""生成AI"", ""キャリア探索"", ""ハッカソン""]",シゴットニアは、AIを活用して子供から大人までが職業や仕事の世界を疑似体験できる学習プラットフォームである。抽象的な興味から職種を生成し、知識クイズや業務手順クイズを通じて仕事理解を深め、将来の選択肢や好奇心を広げることを目的としている。
35,Edison's Eye,https://zenn.dev/t_buemon/articles/dafdfe1f602d8c,個人,2,1,True,200,『Edison’s Eye』は型通りの教育から自由な学びを実現するために、エジソンの少年時代の経験を参考に開発した学習アプリです。このアプリは身の回りの写真・位置情報・テキストから学びの“種”を見つけ、3つのテーマを提案します。選んだテーマに基づくソクラテス式対話のシナリオを作成して、それをもとに音声教材を自動生成します。さらに、一つの教材から3つのテーマを作成することで、学びを深める機会を提供します。これらの機能でユーザーは現実世界を豊かな学びの空間へと変えることができます。,False,,,False,"[""OpenAI GPT-4o"", ""OpenAI Vision API"", ""Next.js"", ""React"", ""Node.js"", ""Vercel"", ""TypeScript"", ""Tailwind CSS"", ""Cloud Storage for Images""]","[""教育"", ""生成AI"", ""画像認識"", ""AIエージェント"", ""自由学習""]",Edison’s Eyeは、身の回りの写真を起点にAIが多様な学びを生成する教育向けアプリである。型通りの学校教育ではなく、好奇心に基づいた自由な学習を促進し、AIをパーソナル教師として一人ひとりに寄り添う新しい学びの体験を提供する。
36,シネモ ~心が求める映画を~,https://zenn.dev/kadotchi/articles/65bd10ee6031cb,個人,4,1,True,200,"日本では年間約2万人が自殺で命を落とす深刻な社会問題があります。「シネモ」は、AIが感情を読み取り、その人に最適な映画を提案するシネマセラピーアプリです。

従来の動画配信サービスは視聴履歴に基づく推薦ですが、シネモはその時の感情や境遇に寄り添います。音声対話やテキスト入力から感情を分析し、プルチックの感情の輪理論に基づく映画データベースから最適な3本を選定。各映画には「観た後どう感じられるか」の紹介文も生成します。

技術面では、感情認識に特化したgemini-2.5-flash-preview-native-audio-dialogと高速処理のgemini-2.5-flashを使用しています。

一本の映画が人生を変えることがある。AIの力でその瞬間を生み出し、シネモが一人でも多くの方の心に希望の光を灯せることを願っています。",False,,,False,"[""Google Gemini 2.5 Flash"", ""Google Gemini 2.5 Flash Preview Native Audio Dialog"", ""Spring AI"", ""TMDB (The Movie Database)"", ""Ollama"", ""Gemma3-4b"", ""Vercel"", ""YouTube"", ""Web Speech API""]","[""ヘルスケア"", ""メンタルヘルス"", ""映画推薦"", ""対話型AI"", ""感情分析""]",シネモは、利用者の感情や心理状態をAIが対話を通じて分析し、その人に寄り添った最適な映画を提案するメンタルヘルス支援アプリです。映画を通じて心の癒しや新たな視点を提供することを目的としています。
37,Session Buddy - イベント参加者と発表者をつなぐAIエージェントシステム,https://zenn.dev/manabi_dx_crew/articles/d13ab381645876,チーム: Manabi-DX-Crew,6,2,True,200,"勉強会で「今さら聞けない…」と質問を諦めていませんか？「Session Buddy」は、そんな悩みを解決する双方向コミュニケーションサービスです。参加者は匿名で気軽に質問を投稿でき、発表者は参加者のニーズや理解度をリアルタイムで把握。これにより質疑応答が活発になり、参加者と発表者の双方にとって、より満足度の高い学習体験を創出します。

---
（以下は運営様に補足説明）
デプロイしたURLは2つあります。参加者側のURL, 発表者側のURL。デプロイしたURL記入欄にカンマ区切りで記入しています。",False,,,False,"[""OpenAI GPT-4"", ""OpenAI Embeddings"", ""LangChain"", ""Next.js"", ""React"", ""Supabase"", ""PostgreSQL"", ""Vector Database"", ""YouTube API"", ""Vercel""]","[""AIエージェント"", ""チャットボット"", ""イベント運営"", ""教育・学習"", ""コミュニティ支援""]",Session Buddyは、勉強会やセミナーにおいて参加者と発表者を事前対話でつなぐAIエージェントシステムです。匿名質問やAI即時回答を通じて質問の心理的障壁を下げ、発表者が参加者のニーズを把握しやすくすることで、より価値の高い学習体験と効率的なイベント運営を実現します。
38,BUD-Next,https://zenn.dev/mse2506/articles/aa8773c7205be7,チーム: BUD,1,0,True,200,"BUDは「芽（bud）」を育てるという想いを込めた子ども向け音声チャレンジアプリです。従来の「正解を覚える教育」から脱却し、「伝わる楽しさを体験する学び」への転換を目指しています。
内向的な子どもたちが「話すこと」に苦手意識を持つ現代の教育課題に対し、AIフィードバックと親のサポートを組み合わせることで解決に取り組みます。完璧な発話よりも「伝わった瞬間の喜び」を重視し、子どもたちの小さな成功体験を積み重ねることで自信を育みます。
音声認識技術とAI分析により、一人ひとりの成長段階に合わせた個別フィードバックを提供。家庭と学校の両方で活用できるプラットフォームとして、子どもたちの「話す勇気」と「伝える力」を段階的に伸ばしていきます。",False,,,False,"[""Next.js"", ""TypeScript"", ""Tailwind CSS"", ""Google Speech-to-Text"", ""Gemini API"", ""FastAPI"", ""PostgreSQL"", ""Firebase Authentication"", ""Docker"", ""GitHub Actions""]","[""教育"", ""英語学習"", ""子ども向け"", ""親子アプリ"", ""音声認識"", ""AIフィードバック""]",BUDは、小学低学年の子どもと保護者向けに、英語が正しく話せるかよりも「伝わった喜び」を重視する親子学習アプリです。録音と文字起こしで挑戦を記録し、AIの肯定的フィードバックや保護者向け支援により、英語に苦手意識があっても安心して学びを続けられる体験を提供します。
39,Prezento AI Coach,https://zenn.dev/kosuke_takahara/articles/d3bc9f684f4750,個人,13,2,True,200,"Prezento AI Coachは、AIがあなたの**「伝え方」**を多角的に分析し、改善を支援するパーソナルコーチです。Chrome拡張機能として提供され、いつでもどこでも、ブラウザ上でプレゼンや対話の練習ができます。

主な特徴は以下の2つのモードです。

1.  **フリープレイモード**: 自由にテーマを設定し、AIから客観的なフィードバックを得られます。「投資家」「面接官」など、AIに**ペルソナ（役割）**を与えることで、特定の聞き手を想定したリアルな練習が可能です。
2.  **ミッションモード**: 「AIの上司に企画の承認を得る」といった具体的なシナリオに挑戦します。**制限時間**内にAIとの対話を通じて目的達成を目指す、より実践的なトレーニングモードです。",False,,,False,"[""Google Gemini"", ""Google Cloud Speech-to-Text"", ""Google Cloud Vision API"", ""Google Cloud Natural Language"", ""Chrome Extension API"", ""Web Audio API"", ""WebRTC"", ""Next.js"", ""Firebase"", ""Chart.js""]","[""プレゼンテーション"", ""コミュニケーション改善"", ""AIコーチ"", ""教育・トレーニング"", ""業務効率化""]",Prezento AI Coachは、Chrome拡張とWebアプリを通じてプレゼンや対話を分析し、話し方・内容・表情などを多角的にフィードバックするAIパーソナルコーチです。Geminiを活用し、実践的な練習と成長の可視化を支援します。
40,Talk Paint,https://zenn.dev/tcool/articles/0cf8904971eea0,個人,,,False,404 Not Found,教育コンテンツやストーリー制作において、会話シーンを効率的にビジュアル化できます。CSVやMarkdownで対話データをインポートし、Google AI (ImageFX/Gemini)を使って各ダイアログに最適化された画像を自動生成。プロンプトテンプレートのカスタマイズ、参考画像の追加、一括生成後の個別編集など、柔軟な画像生成ワークフローを提供します。生成した画像はギャラリーで一元管理し、絵本として書き出すことができます。,False,,,False,,,
41,RouteKeeperAI,https://zenn.dev/riti0208/articles/314c8bfae02b4b,個人,6,2,True,200,"「RouteKeeperAI」は、複数の専門AIエージェントが協調して道路の安全性を分析
  し、人々の日常移動をより安全で豊かにするシステムです。

  ルート分析エージェントがGoogle Street
  Viewで収集した画像を、危険検知エージェントがGemini
  Visionで解析。さらに安全アドバイザーエージェントが、検出されたリスクに対す
  る具体的な対策を提案します。

  これらのAIエージェントは、単に危険を警告するだけでなく、「なぜその場所が危
  険なのか」「どう行動すれば安全か」を対話的に教えてくれます。

  AIエージェントが現実世界の道路を仮想的に「事前検証」することで、実際の移動
  をより安心で豊かなものに変えます。",True,優秀賞,地図情報から危険を予知するという新しいアイディアと、それによって交通事故を減らそうという大きな社会的意義のある点を評価しました。引き続き、さらに多くのユーザーが活用できるような発展を期待しています。,True,"[""Google Gemini 2.0 Flash"", ""Google Street View API"", ""Google Directions API"", ""Google Maps API"", ""Next.js 15"", ""shadcn/ui"", ""Firebase Hosting"", ""Google Cloud Functions Gen2"", ""Hono"", ""Google Cloud Platform"", ""YouTube""]","[""交通安全"", ""画像認識"", ""AIエージェント"", ""スマートシティ"", ""地図・ナビゲーション""]",RouteKeeperAIは、Google Street View画像とGemini 2.0 Flashを活用し、道路上の潜在的な危険要因を事前に検知・可視化するAI危険予知システムです。ルートごとにリスクスコアや対策を提示し、ドライバーや歩行者の安全な移動を支援します。
42,ADKで作るAIクリエイティブアシスタント：多様な視点でアイデアを磨くマルチエージェントシステム,https://zenn.dev/endr/articles/1a6ed568d691d8,チーム: Connective Hack,2,0,True,200,広告クリエイティブ制作では、アイデアの偏りや評価の属人化が課題です。本プロジェクトでは、GoogleのAgent Development KitとVertex AIを活用し、AIエージェントがアイデア生成から多角的評価、統合レポート作成までを自動化する仕組みを構築しました。複数ペルソナによる並列評価で短時間に多様な意見を取得でき、潜在的リスクや改善点を提示します。まるでチームでブレストしているかのような体験を提供し、広告制作の効率と品質を向上させます。,False,,,False,"[""Google Agent Development Kit (ADK)"", ""Vertex AI"", ""Gemini モデル"", ""Google Cloud"", ""マルチエージェントアーキテクチャ"", ""並列エージェント実行パイプライン"", ""ペルソナベース評価エージェント"", ""統合レポート生成エージェント"", ""YouTube（デモ公開）""]","[""AIエージェント"", ""広告クリエイティブ"", ""マルチエージェント"", ""業務効率化"", ""アイデア発想""]",GoogleのADKとGeminiを用いて、広告クリエイティブのアイデア生成から多視点評価、統合レポート作成までを自動化するマルチエージェント型AIアシスタントを構築したプロジェクトです。クリエイターの発想支援と判断の質向上を目的としています。
43,FutureRun,https://zenn.dev/sagara22/articles/77f231a8468a40,チーム: FutureRun,11,4,True,200,「Future Run」は、マラソン大会前にわかるコース情報＋気象予報と個々のランナーの目標や過去のデータを掛け合わせ、最適なレース戦略を 動画付きアドバイス として提供する AI パーソナルマラソン支援アプリです。重要な地点でのペース配分、給水／給食タイミング、走り方などのアドバイスを動画（テロップ付き）で可視化して提示します。FutureRunを利用することでランナーはレース中のリスクとなる地点の理解とその対応方針をじど前検討することでリスクを最小化し、レース中のパフォーマンスを最大化するという価値を提供します。,True,優秀賞,コース情報や当日の天気情報を数値データとして入手することは比較的容易だと思いますが、それを「映像として見せる」というアイディアが新しいと感じました。本番のコースを試走できるのが理想ですが、実際には様々な制約があるため、映像でシミュレーションできるのはイメージが湧きやすく、良いアプローチだと思います。さらに、練習データも入力できるとのことなので、今後は個人の能力に応じた情報の見せ方ができると、さらに良くなると思いました。,True,"[""Google Cloud Platform"", ""Garmin Connect API"", ""YouTube"", ""生成系AIモデル（動画生成）"", ""生成系AIモデル（自然言語処理）"", ""地理・地図データAPI"", ""気象データAPI""]","[""マラソン"", ""ヘルスケア"", ""スポーツテック"", ""生成AI"", ""シミュレーション""]",Future Runは、マラソン大会の気象条件やコース特性、個人の走力データを統合的に分析し、最適なレース戦略を動画で事前体験できるシミュレーションアプリです。ランナーが本番を具体的にイメージし、完走率向上やリスク低減を支援します。
44,晴れムビ,https://zenn.dev/neka_nat/articles/d6cae805c18a7f,個人,9,2,True,200,少子化で縮むブライダル市場。一方で費用・準備負担は増加。HARE Movie（晴れムビ）は、本人写真×衣装×式場写真からAIが“自分の結婚式”のイメージ動画を自動生成。来館・試着なしで複数パターンを比較検討でき、理想の式を具体化。ターゲットは時間や手間をかけられないカップルや具体像が湧かない人。Google ADK上のエージェントがNano BananaとVeo3を連携し、短時間で高品質な提案体験を提供します。,False,,,False,"[""Nano Banana"", ""Veo3"", ""Google ADK"", ""Gemini 2.5 Pro"", ""Google Cloud Agent Engine"", ""Cloud SQL (PostgreSQL)"", ""Cloud Storage"", ""Google Cloud""]","[""結婚式"", ""動画生成"", ""AIエージェント"", ""画像生成"", ""シミュレーション"", ""プロダクト開発""]",晴れムビは、式場や衣装の写真と本人画像をもとに、AIが結婚式の様子をリアルな動画としてシミュレーション生成するアプリです。結婚式準備の負担を減らし、理想の結婚式を具体的にイメージできる体験を提供します。
45,LingoSavor - 英語学習の手間を半減し効果を倍増させるアプリ,https://zenn.dev/p05t_hum4n/articles/b900054757c64f,個人,,,False,404 Not Found,LingoSavorは、英語学習における単語調べや文法質問、復習管理といった「面倒くさい」をAIで解消するアプリです。ユーザーが教科書やSNS、音声などを取り込むと、AIが瞬時に文章を解析。ワンタップでの単語・熟語の意味表示、文法事項に関する24時間対応のAIへの質問、リピーティング・シャドーイング用音声の自動生成など、学習の手間を大幅に削減します。さらに、AIエージェントが忘却曲線に基づき最適な復習問題を自動で出題。特定の教材に縛られず、あらゆる英語を教材にできる真のパーソナライズ学習で、忙しい学習者の最速での目標達成を支援します。,False,,,False,,,
46,Re:Read,https://zenn.dev/sakupanda/articles/26e7ca8062088a,チーム: さくさくぱんだ,9,1,True,200,Re:ReadはVertex AIとFirestoreを軸にした次世代輪読会プラットフォーム。参加者の寄稿とディスカッションログを安全にサニタイズし、AIがハイライト・改善提案・総括・Podcast音声を一括生成することで、学びの熱量を維持したまま共有を加速します。ホストは公開範囲・再生成・進行ログを一元管理でき、チームの読書体験を継続的にアップデートします。さらに、Podcast音声をCloud Storageに自動保存し、遠隔メンバーも最新レビューを即参照できます。,False,,,False,"[""Next.js 15"", ""Cloud Run"", ""Firestore"", ""Vertex AI Gemini 1.5"", ""Google Cloud Text-to-Speech"", ""Cloud Storage"", ""Cloud Build"", ""Secret Manager"", ""IAM"", ""Cloud Logging"", ""Mermaid"", ""Vitest"", ""Playwright""]","[""教育"", ""学習コミュニティ"", ""生成AI"", ""クラウドアーキテクチャ"", ""音声生成""]",Re:Readは、輪読会の寄稿や議論ログをAIが即時に要約・再編集し、レビュー記事とPodcast音声として共有できる参加型サービスです。議論の属人化や振り返りコストの課題を、Geminiとクラウド基盤で解決します。
47,StanceScope,https://zenn.dev/ryuto_yoda/articles/35ab97e16d6c31,チーム: StanceScope,3,0,True,200,StanceScopeは、YouTube動画のコメントを収集し、AIエージェントで分析することで、議論や討論における主要な論点や支持の偏り、要約をダッシュボード形式で可視化するリサーチ支援アプリです。人気動画には数千件ものコメントが寄せられ、全体の論調を把握するのは困難です。また、確証バイアスによって自分の意見に近いコメントばかりが目に入りやすく、声の大きい少数派と静かな多数派を区別するのも難しいという課題があります。さらに既存のYouTube Analyticsにはコメント内容の分析機能がなく、一般的なテキスト分析ツールも日本語の議論構造に十分対応していません。こうした状況に対し、StanceScopeはコミュニティの議論構造を素早く把握できる新しいアプローチを提供します。,False,,,False,"[""React 19"", ""TypeScript 5"", ""Google Gemini API"", ""gemini-2.0-flash"", ""Gemini Function Calling"", ""YouTube Data API v3"", ""Tailwind CSS"", ""Recharts"", ""Zenn"", ""YouTube""]","[""世論分析"", ""コメント分析"", ""AIエージェント"", ""データ可視化"", ""自然言語処理""]",StanceScopeは、YouTubeコメントを対象にGeminiを活用して世論の論調や主要意見を可視化する分析アプリです。構造化レスポンスやFunction CallingによるAIエージェント機能を用いて、意見分類、性格タイプ分析、議論の相互作用予測まで実験的に実装しています。
48,めぐロード!! ～新感覚ルート提案アプリケーション～,https://zenn.dev/td_maru/articles/c48b38dde93e51,チーム: Hack'n'Play,3,1,True,200,"課題解決のためのソリューション(MEGROAD)
〇「寄り道」ルート提案アプリケーション
従来の「最短経路」のみではなく、その日の気分に合わせた「寄り道」を含むルートを提案するアプリケーション
〇特徴
- 個人の気分を基に「最短距離」ではなく「混雑を避ける寄り道」を提案
    - ルートを分散させることで交通量の分散を実現
    - ユーザーごとの気分を基にルート提案し、ドライバーの運転体験を向上
〇アピールポイント
・社会課題と個人的体験の同時解決
本アプリを用いることで渋滞に起因する経済損失や環境へ与える影響を軽減するという社会課題の解決と個人の運転体験の向上というマクロな改善とミクロな改善を同時に達成することができます。",False,,,False,"[""Google Maps Directions API"", ""Google Vertex AI"", ""Google Cloud Platform"", ""Webアプリケーション"", ""スマートフォンブラウザ"", ""レーダーチャート可視化"", ""自然言語プロンプト設計"", ""地図ルーティングエンジン""]","[""ルート検索"", ""渋滞対策"", ""モビリティ"", ""UXデザイン"", ""観光・ドライブ""]",めぐロード!!は、ドライバーの気分に合わせて最短経路ではなく寄り道を含むルートを提案する新感覚ナビアプリです。交通量分散による渋滞緩和と、移動体験の向上を同時に実現することを目指しています。
49,MangaMatic,https://zenn.dev/kiyo2023/articles/df077d4cdef34d,個人,4,1,True,200,MangaMatic は、プロンプトから数分で“完成した4コマ”を作る全自動AIです。脚本・キャラクター・レイアウトまでワンストップで生成し、仕上げは顔・小物・吹き出しなどをパーツ単位で即編集。制作の学習コストと手戻りを削減し、日次の発信やA/Bテストを現実に。アイデアをさっと試し、すぐ出せます。,False,,,False,"[""nano banana"", ""Google Cloud Run"", ""React"", ""Hono"", ""Gemini API"", ""Google Gemini"", ""画像生成AI"", ""プロンプトテンプレート"", ""Web UI""]","[""4コマ漫画"", ""画像生成AI"", ""A/Bテスト"", ""コンテンツマーケティング"", ""広告運用"", ""自動生成""]",本プロジェクトは、nano bananaを用いてキャラクターの一貫性を保った4コマ漫画を自動生成する仕組みです。広告やLPのA/Bテスト向けに、同一テンプレートから複数バリエーションを高速に生成でき、制作コストを抑えながら検証と意思決定を加速します。
